"";"genome_id"
"430666";"1773.7939"
"430670";"1773.7941"
"430674";"1773.7942"
"430678";"1773.7944"
"430682";"1773.7943"
"430686";"1773.7940"
"430690";"1773.7948"
"430694";"1773.7947"
"430698";"1773.7949"
"430702";"1773.7946"
"430706";"1773.7951"
"430710";"1773.7950"
"430714";"1773.7953"
"430718";"1773.7952"
"430722";"1773.7954"
"430726";"1773.7955"
"430730";"1773.7956"
"430734";"1773.7957"
"430738";"1773.7945"
"430743";"1773.7958"
"430747";"1773.7959"
"430751";"1773.7962"
"430755";"1773.7960"
"430759";"1773.7961"
"430763";"1773.7963"
"430767";"1773.7964"
"430771";"1773.7965"
"430775";"1773.7966"
"430779";"1773.7967"
"430784";"1773.7968"
"430788";"1773.7971"
"430792";"1773.7970"
"430796";"1773.7969"
"430800";"1773.7973"
"430804";"1773.7972"
"430808";"1773.7974"
"430812";"1773.7976"
"430816";"1773.7975"
"430820";"1773.7977"
"430824";"1773.7979"
"430828";"1773.7981"
"430832";"1773.7978"
"430836";"1773.7982"
"430840";"1773.7986"
"430844";"1773.7983"
"430848";"1773.7984"
"430852";"1773.7985"
"430856";"1773.7980"
"430860";"1773.7988"
"430864";"1773.7987"
"430868";"1773.7990"
"430872";"1773.7991"
"430876";"1773.7992"
"430880";"1773.7989"
"430884";"1773.7993"
"430888";"1773.7994"
"430892";"1773.7996"
"430896";"1773.7995"
"430900";"1773.7997"
"430904";"1773.7999"
"430908";"1773.8003"
"430912";"1773.7998"
"430916";"1773.8000"
"430920";"1773.8001"
"430924";"1773.8007"
"430928";"1773.8005"
"430932";"1773.8008"
"430936";"1773.8004"
"430940";"1773.8006"
"430944";"1773.8009"
"430948";"1773.8002"
"430952";"1773.8011"
"430956";"1773.8010"
"430961";"1773.8012"
"430965";"1773.8013"
"430969";"1773.8014"
"430974";"1773.8015"
"430979";"1773.8016"
"430984";"1773.8017"
"430988";"1773.8020"
"430992";"1773.8022"
"430996";"1773.8021"
"431001";"1773.8018"
"431005";"1773.8023"
"431009";"1773.8027"
"431013";"1773.8026"
"431017";"1773.8029"
"431021";"1773.8019"
"431025";"1773.8025"
"431028";"1773.8024"
"431031";"1773.8030"
"431034";"1773.8028"
"431038";"1773.8031"
"431042";"1773.8032"
"431046";"1773.8034"
"431050";"1773.8033"
"431054";"1773.8035"
"431058";"1773.8036"
"431062";"1773.8037"
"431066";"1773.8038"
"431070";"1773.8040"
"431074";"1773.8041"
"431078";"1773.8039"
"431082";"1773.8042"
"431086";"1773.8043"
"431089";"1773.8051"
"431093";"1773.8044"
"431096";"1773.8049"
"431100";"1773.8050"
"431104";"1773.8046"
"431108";"1773.8045"
"431112";"1773.8047"
"431116";"1773.8052"
"431120";"1773.8054"
"431124";"1773.8048"
"431128";"1773.8053"
"431132";"1773.8055"
"431136";"1773.8056"
"431140";"1773.8058"
"431144";"1773.8057"
"431148";"1773.8061"
"431152";"1773.8059"
"431156";"1773.8063"
"431159";"1773.8060"
"431163";"1773.8067"
"431167";"1773.8064"
"431171";"1773.8065"
"431175";"1773.8062"
"431179";"1773.8066"
"431183";"1773.8071"
"431187";"1773.8070"
"431191";"1773.8069"
"431195";"1773.8072"
"431199";"1773.8068"
"431203";"1773.8074"
"431207";"1773.8075"
"431211";"1773.8073"
"431215";"1773.8076"
"431219";"1773.8078"
"431223";"1773.8079"
"431227";"1773.8077"
"431231";"1773.8080"
"431235";"1773.8082"
"431240";"1773.8081"
"431244";"1773.8083"
"431248";"1773.8084"
"431252";"1773.8085"
"431256";"1773.8086"
"431260";"1773.8088"
"431264";"1773.8090"
"431268";"1773.8093"
"431269";"1773.8092"
"431273";"1773.8091"
"431277";"1773.8095"
"431281";"1773.8089"
"431285";"1773.8087"
"431289";"1773.8094"
"431291";"1773.8096"
"431294";"1773.8097"
"431297";"1773.8100"
"431301";"1773.8099"
"431304";"1773.8098"
"431306";"1773.8101"
"431309";"1773.8102"
"431314";"1773.8104"
"431319";"1773.8105"
"431324";"1773.8103"
"431329";"1773.8106"
"431333";"1773.8110"
"431337";"1773.8114"
"431341";"1773.8107"
"431346";"1773.8111"
"431349";"1773.8109"
"431353";"1773.8112"
"431357";"1773.8108"
"431361";"1773.8113"
"431365";"1773.8115"
"431369";"1773.8116"
"431373";"1773.8117"
"431377";"1773.8120"
"431381";"1773.8119"
"431385";"1773.8118"
"431389";"1773.8123"
"431393";"710094.4"
"431414";"1096997.4"
"431446";"1096996.4"
"431466";"1773.8124"
"431470";"1773.8121"
"431474";"1773.8128"
"431478";"886889.3"
"431498";"1773.8127"
"431502";"1773.8122"
"431506";"1773.8126"
"431510";"710096.4"
"431534";"1116234.3"
"431561";"886888.3"
"431588";"1773.8125"
"431592";"980514.3"
"431626";"470.1748"
"431647";"470.1749"
"431671";"470.1746"
"431692";"470.1750"
"431716";"470.1751"
"431737";"470.1754"
"431758";"470.1753"
"431783";"470.1756"
"431811";"470.775"
"431832";"470.1762"
"431854";"470.1758"
"431879";"470.1757"
"431900";"28450.553"
"431902";"470.1807"
"431916";"485.877"
"431920";"1331668.3"
"431921";"287.3723"
"431953";"146017.5"
"431958";"28450.402"
"431960";"1773.8159"
"431964";"287.3740"
"432000";"1773.8155"
"432003";"28450.552"
"432005";"1290.54"
"432007";"1639.2444"
"432011";"28450.393"
"432013";"1871030.3"
"432014";"1639.2446"
"432018";"1639.2445"
"432022";"1123498.5"
"432024";"1841861.3"
"432025";"670.1100"
"432027";"90371.2379"
"432045";"562.15463"
"432094";"440524.12"
"432113";"90371.2408"
"432130";"90371.2409"
"432148";"28901.1713"
"432168";"90371.2411"
"432185";"90371.2412"
"432202";"1160778.3"
"432219";"1967599.3"
"432236";"90371.2407"
"432256";"1160774.3"
"432272";"28901.1769"
"432288";"90371.2410"
"432305";"28901.1764"
"432321";"28901.1782"
"432338";"1967583.3"
"432353";"115981.44"
"432370";"149385.36"
"432390";"28901.1863"
"432410";"28901.1820"
"432430";"28901.1813"
"432447";"28901.1815"
"432464";"28901.1819"
"432484";"28901.1831"
"432501";"28901.1812"
"432518";"28901.1816"
"432538";"28901.1862"
"432556";"28901.1811"
"432573";"28901.1846"
"432590";"28901.1835"
"432607";"28901.1866"
"432622";"28901.1852"
"432639";"28901.1864"
"432656";"28901.1851"
"432675";"1630946.3"
"432691";"1173947.3"
"432707";"224727.4"
"432724";"28901.1911"
"432740";"340188.17"
"432757";"134047.7"
"432774";"1967639.4"
"432791";"189201.5"
"432808";"340188.16"
"432826";"149390.6"
"432848";"134047.6"
"432865";"1005394.3"
"432882";"134047.5"
"432899";"486994.8"
"432916";"1967642.4"
"432933";"28901.1837"
"432935";"28901.1838"
"432938";"913240.9"
"432955";"486994.5"
"432972";"486993.6"
"432989";"260677.6"
"433006";"913068.8"
"433023";"28901.1936"
"433040";"1962638.4"
"433058";"28901.2010"
"433075";"28901.2003"
"433092";"28901.2013"
"433109";"28901.2008"
"433127";"28901.2016"
"433144";"28901.2009"
"433162";"28901.1941"
"433179";"28901.2006"
"433201";"28901.2100"
"433218";"28901.2097"
"433235";"28901.2054"
"433251";"28901.2061"
"433266";"28901.2098"
"433285";"28901.2096"
"433302";"28901.2101"
"433319";"28901.2080"
"433335";"28901.2099"
"433352";"28901.2143"
"433369";"28901.2153"
"433389";"28901.2151"
"433406";"28901.2141"
"433423";"28901.2152"
"433440";"28901.2154"
"433457";"28901.2146"
"433474";"28901.2150"
"433491";"28901.2140"
"433508";"28901.2211"
"433530";"28901.2226"
"433547";"28901.2224"
"433564";"28901.2216"
"433588";"28901.2222"
"433605";"28901.2253"
"433622";"28901.2250"
"433648";"28901.2251"
"433665";"28901.2254"
"433685";"28901.2270"
"433708";"28901.2272"
"433725";"600.24"
"433742";"28901.2252"
"433759";"149539.808"
"433778";"28901.2298"
"433795";"28901.2294"
"433812";"28901.2271"
"433829";"28901.2299"
"433846";"1160769.16"
"433867";"115981.48"
"433881";"593905.8"
"433904";"90105.96"
"433924";"179997.13"
"433941";"90105.97"
"433965";"28901.2321"
"433987";"1967659.3"
"434004";"340188.18"
"434021";"571.217"
"434039";"1215099.3"
"434040";"1215093.3"
"434041";"1215100.3"
"434042";"1215101.3"
"434043";"1215094.4"
"434044";"1215097.3"
"434047";"1215103.3"
"434048";"1789.6"
"434049";"550683.3"
"434082";"656423.3"
"434112";"550679.3"
"434141";"656438.3"
"434170";"656395.3"
"434203";"656403.3"
"434233";"656441.3"
"434261";"470.3406"
"434284";"550689.3"
"434311";"656427.3"
"434342";"470.3411"
"434365";"106654.51"
"434375";"1352.1723"
"434383";"470.3378"
"434396";"48296.184"
"434403";"470.3403"
"434423";"470.3405"
"434452";"470.3404"
"434476";"470.3480"
"434499";"470.3475"
"434528";"470.3469"
"434556";"470.3482"
"434583";"470.3483"
"434607";"48296.199"
"434614";"470.3476"
"434638";"470.3510"
"434648";"470.3508"
"434660";"470.3504"
"434673";"83559.31"
"434674";"83559.28"
"434675";"83559.30"
"434676";"83559.27"
"434677";"573.9836"
"434700";"1944646.3"
"434701";"1773.8373"
"434703";"1639.2727"
"434704";"1639.2726"
"434705";"1313.14209"
"434706";"1313.14210"
"434708";"1313.14211"
"434710";"1313.14208"
"434711";"1773.8372"
"434712";"1639.2725"
"434713";"1313.14213"
"434714";"1313.14207"
"434715";"1313.14214"
"434716";"1313.14216"
"434717";"1313.14272"
"434718";"1313.14270"
"434719";"1313.14273"
"434722";"1313.14267"
"434723";"1313.14275"
"434724";"1313.14271"
"434725";"1313.14301"
"434726";"1349.30"
"434727";"1349.202"
"434733";"1349.84"
"434739";"1349.39"
"434741";"1349.206"
"434742";"1349.145"
"434744";"1349.57"
"434746";"1349.33"
"434752";"1349.220"
"434757";"1349.35"
"434763";"1349.231"
"434767";"1349.47"
"434769";"1349.139"
"434772";"1349.140"
"434776";"1349.185"
"434778";"1349.134"
"434780";"1349.116"
"434782";"1349.115"
"434784";"1349.111"
"434788";"1349.101"
"434789";"1334.45"
"434795";"1349.198"
"434797";"1349.196"
"434802";"1349.199"
"434807";"1349.205"
"434811";"1349.201"
"434815";"1349.203"
"434819";"1349.197"
"434822";"1349.204"
"434827";"1349.200"
"434829";"1349.208"
"434831";"1349.210"
"434833";"1349.207"
"434838";"1349.209"
"434842";"1349.211"
"434847";"1349.214"
"434850";"1349.212"
"434856";"1334.46"
"434862";"1349.216"
"434865";"1349.213"
"434870";"1349.223"
"434872";"1349.217"
"434875";"1349.218"
"434878";"1349.221"
"434881";"1349.222"
"434885";"1349.226"
"434889";"1334.97"
"434892";"1334.99"
"434894";"1349.215"
"434896";"1349.219"
"434899";"1349.224"
"434901";"1349.225"
"434905";"1349.228"
"434911";"1334.48"
"434913";"1349.230"
"434916";"1349.227"
"434921";"1349.229"
"434926";"1334.50"
"434928";"1334.52"
"434930";"1334.55"
"434932";"1334.56"
"434938";"1334.51"
"434941";"1334.53"
"434947";"1349.232"
"434949";"1349.32"
"434954";"1334.57"
"434955";"1334.34"
"434958";"1334.35"
"434959";"1334.37"
"434962";"1334.58"
"434963";"1334.54"
"434966";"1334.88"
"434972";"1334.36"
"434975";"1334.40"
"434978";"1349.73"
"434980";"1334.39"
"434982";"1349.233"
"434987";"1334.42"
"434989";"1334.43"
"434992";"1349.148"
"434996";"1349.42"
"434998";"1349.61"
"435001";"1349.75"
"435004";"1334.41"
"435006";"1349.136"
"435011";"1349.138"
"435016";"1334.44"
"435018";"1349.135"
"435022";"28901.1696"
"435039";"98360.80"
"435056";"28901.1695"
"435078";"28901.1732"
"435095";"28901.1733"
"435112";"28901.1736"
"435137";"28901.1735"
"435154";"28901.1731"
"435171";"1307497.3"
"435187";"1967596.3"
"435204";"90371.2415"
"435221";"90371.2416"
"435238";"149539.547"
"435255";"28901.1795"
"435272";"28901.1796"
"435291";"28901.1768"
"435307";"28901.1765"
"435327";"28901.1798"
"435350";"28901.1800"
"435367";"28901.1794"
"435384";"28901.1833"
"435401";"28901.1843"
"435422";"1967621.3"
"435439";"28901.1828"
"435456";"1192776.3"
"435471";"28901.1836"
"435488";"28901.1827"
"435513";"28901.1841"
"435536";"28901.1845"
"435557";"1050193.3"
"435573";"57741.4"
"435592";"1173947.4"
"435608";"224727.5"
"435625";"189201.6"
"435642";"57741.3"
"435659";"28901.1849"
"435660";"913076.13"
"435677";"28901.1857"
"435683";"260681.5"
"435699";"28901.1842"
"435701";"149386.5"
"435718";"940231.4"
"435734";"149386.3"
"435751";"340188.15"
"435768";"211968.12"
"435785";"286783.9"
"435802";"1967650.5"
"435819";"913076.14"
"435836";"486993.7"
"435853";"70803.9"
"435870";"682797.6"
"435886";"70803.10"
"435903";"134047.10"
"435920";"179997.11"
"435937";"913070.7"
"435954";"179997.9"
"435968";"57743.170"
"435984";"57743.171"
"436001";"1967638.3"
"436018";"82689.32"
"436035";"192955.176"
"436052";"28901.2004"
"436073";"28901.1989"
"436090";"28901.2002"
"436113";"192955.177"
"436133";"28901.2005"
"436156";"28901.1988"
"436177";"28901.2058"
"436194";"28901.2067"
"436211";"28901.2021"
"436212";"28901.2063"
"436229";"28901.2035"
"436240";"28901.2057"
"436256";"28901.2164"
"436273";"28901.2025"
"436276";"28901.2015"
"436280";"28901.2169"
"436297";"28901.2168"
"436314";"28901.2136"
"436331";"28901.2165"
"436348";"28901.2160"
"436365";"28901.2170"
"436382";"28901.2171"
"436399";"28901.2221"
"436416";"28901.2225"
"436433";"28901.2219"
"436450";"28901.2223"
"436468";"28901.2217"
"436493";"28901.2218"
"436510";"216804.5"
"436527";"28901.2255"
"436544";"28901.2248"
"436563";"600.21"
"436580";"28901.2291"
"436599";"58712.29"
"436616";"90371.2424"
"436635";"58097.41"
"436655";"28901.2267"
"436685";"611.153"
"436709";"260680.5"
"436731";"179997.12"
"436754";"58095.36"
"436773";"28901.2300"
"436789";"1967655.3"
"436811";"28901.2320"
"436832";"28901.2318"
"436852";"46626.18"
"436869";"28901.2319"
"436886";"90371.2443"
"436904";"90371.2438"
"436922";"90371.2441"
"436940";"90371.2439"
"436958";"319705.59"
"436959";"90371.2440"
"436977";"1800.5"
"436978";"28445.6"
"436979";"39692.4"
"436980";"470.3385"
"436994";"470.3369"
"437013";"1215116.3"
"437014";"470.3370"
"437040";"1215111.3"
"437041";"470.3428"
"437052";"656387.3"
"437082";"656397.3"
"437112";"470.3434"
"437137";"470.3437"
"437166";"48296.191"
"437173";"470.3432"
"437199";"106654.50"
"437206";"48296.190"
"437213";"1927124.3"
"437215";"48296.192"
"437222";"470.3458"
"437249";"470.3461"
"437263";"470.3449"
"437275";"470.3459"
"437304";"470.3467"
"437329";"470.3460"
"437355";"470.3464"
"437383";"470.3462"
"437412";"1639.2720"
"437413";"470.3466"
"437435";"48296.203"
"437442";"1442.4"
"437443";"44162.3"
"437444";"1639.2723"
"437445";"470.3522"
"437463";"470.3527"
"437481";"470.3518"
"437498";"470.3521"
"437519";"470.3520"
"437538";"1639.2724"
"437539";"470.3519"
"437557";"1816690.3"
"437558";"1313.14168"
"437561";"1313.14167"
"437564";"1313.14158"
"437567";"1313.14161"
"437568";"1313.14182"
"437569";"1313.14163"
"437570";"1313.14188"
"437571";"1313.14169"
"437572";"1313.14185"
"437573";"1313.14162"
"437574";"1313.14180"
"437575";"1313.14189"
"437576";"1313.14191"
"437577";"1313.14165"
"437578";"1313.14190"
"437579";"1313.14186"
"437580";"1313.14184"
"437584";"1313.14228"
"437585";"1313.14242"
"437588";"1313.14231"
"437589";"1313.14235"
"437590";"1313.14240"
"437591";"1313.14243"
"437592";"1313.14230"
"437593";"573.10094"
"437605";"28151.20"
"437610";"1938743.3"
"437612";"1261630.3"
"437613";"1871033.3"
"437614";"1936029.3"
"437615";"1871017.3"
"437616";"1639.2452"
"437620";"1639.2451"
"437624";"1639.2459"
"437628";"1639.2457"
"437632";"1639.2447"
"437636";"1639.2448"
"437640";"1639.2449"
"437644";"1639.2517"
"437648";"1639.2518"
"437652";"1639.2516"
"437656";"1639.2514"
"437660";"1639.2515"
"437664";"562.15466"
"437713";"562.15386"
"437762";"562.15462"
"437810";"562.15457"
"437857";"562.15456"
"437906";"1773.8158"
"437910";"562.15464"
"437959";"1773.8157"
"437963";"562.15469"
"438012";"1903261.3"
"438013";"1639.2504"
"438017";"1639.2473"
"438022";"1773.8178"
"438026";"562.15287"
"438075";"28901.1717"
"438092";"90371.2377"
"438110";"28901.1715"
"438127";"90371.2378"
"438145";"90371.2380"
"438163";"28901.1716"
"438180";"28901.1718"
"438197";"90371.2376"
"438215";"28901.1727"
"438232";"28901.1721"
"438249";"115981.43"
"438267";"28901.1714"
"438284";"82689.29"
"438301";"149387.12"
"438317";"596.45"
"438334";"1050190.6"
"438350";"149539.546"
"438367";"28901.1752"
"438384";"1160729.3"
"438401";"28901.1749"
"438418";"1967611.3"
"438433";"1173776.3"
"438448";"90370.2202"
"438464";"28901.1773"
"438481";"1192775.6"
"438498";"149385.35"
"438518";"1192776.6"
"438535";"611.145"
"438553";"611.142"
"438580";"28901.1823"
"438600";"1967586.3"
"438615";"28901.1834"
"438641";"28901.1822"
"438658";"28901.1848"
"438685";"28901.1844"
"438705";"28901.1829"
"438725";"28901.1839"
"438742";"28901.1847"
"438761";"28901.1830"
"438781";"28901.1832"
"438798";"28901.1901"
"438816";"28901.1908"
"438834";"28901.1875"
"438846";"28901.1881"
"438863";"28901.1902"
"438880";"28901.1890"
"438897";"28901.1907"
"438917";"28901.1904"
"438934";"486993.3"
"438951";"29480.4"
"438968";"28901.1850"
"438974";"28901.1915"
"438990";"28901.1913"
"439006";"28901.1925"
"439023";"28901.1924"
"439040";"28901.1923"
"439057";"260681.4"
"439074";"260681.3"
"439091";"28901.1899"
"439099";"28901.1871"
"439105";"28901.1932"
"439122";"28901.1933"
"439139";"149386.6"
"439156";"149390.5"
"439172";"211968.13"
"439189";"1967642.3"
"439206";"1967650.6"
"439223";"165302.16"
"439240";"117541.10"
"439257";"108619.57"
"439274";"165302.17"
"439292";"286783.11"
"439304";"57741.5"
"439321";"117541.9"
"439338";"28901.1939"
"439355";"28901.1937"
"439372";"28901.1947"
"439389";"58097.28"
"439406";"57743.172"
"439423";"28901.1945"
"439441";"28901.1942"
"439446";"28901.1975"
"439466";"28901.1946"
"439483";"28901.1978"
"439500";"28901.1973"
"439520";"28901.1972"
"439542";"28901.1971"
"439559";"28901.1974"
"439577";"28901.1970"
"439599";"28901.1962"
"439620";"28901.2064"
"439635";"28901.2065"
"439652";"28901.1957"
"439669";"28901.1986"
"439676";"28901.2062"
"439691";"28901.2042"
"439703";"28901.2043"
"439717";"28901.2056"
"439734";"28901.2122"
"439751";"28901.2051"
"439768";"28901.2023"
"439777";"28901.2127"
"439794";"28901.2134"
"439811";"28901.2126"
"439828";"28901.2049"
"439833";"28901.2132"
"439850";"28901.2201"
"439867";"28901.2083"
"439882";"28901.2089"
"439895";"28901.2084"
"439905";"28901.2196"
"439922";"28901.2197"
"439939";"28901.2189"
"439956";"28901.2202"
"439973";"28901.2195"
"439990";"28901.2192"
"440007";"28901.2243"
"440024";"28901.2220"
"440040";"28901.2200"
"440057";"28901.2238"
"440074";"28901.2242"
"440091";"28901.2186"
"440108";"28901.2237"
"440125";"28901.2240"
"440142";"596.51"
"440159";"600.22"
"440176";"596.48"
"440193";"58712.27"
"440210";"28901.2263"
"440227";"28901.2249"
"440243";"28901.2214"
"440253";"363569.26"
"440268";"1624.64"
"440271";"28901.2292"
"440288";"28901.2302"
"440305";"28901.2301"
"440321";"1967645.4"
"440338";"28901.2332"
"440355";"46626.19"
"440369";"440524.13"
"440389";"1265311.3"
"440390";"1487726.3"
"440391";"459858.3"
"440392";"560555.3"
"440393";"1491.716"
"440394";"39691.3"
"440395";"324058.3"
"440396";"470.3373"
"440405";"656442.3"
"440434";"470.3410"
"440459";"470.3409"
"440479";"550678.3"
"440512";"470.3408"
"440523";"470.3413"
"440535";"470.3416"
"440565";"470.3417"
"440594";"470.3375"
"440608";"470.3441"
"440633";"48296.185"
"440639";"670.1118"
"440641";"470.3486"
"440671";"470.3485"
"440690";"28901.2342"
"440714";"470.3487"
"440739";"470.3512"
"440768";"48296.204"
"440774";"1433.16"
"440776";"180851.3"
"440777";"83559.25"
"440778";"83559.23"
"440779";"83559.26"
"440780";"1805714.3"
"440781";"1255690.4"
"440782";"1773.8375"
"440784";"1639.2729"
"440785";"1773.8377"
"440787";"1773.8376"
"440788";"1639.2731"
"440789";"1313.14252"
"440790";"1313.14247"
"440791";"1639.2733"
"440792";"1313.14237"
"440793";"1313.14244"
"440794";"1313.14241"
"440795";"1313.14246"
"440796";"1313.14224"
"440797";"371602.3"
"440798";"1165093.4"
"440801";"1280.11539"
"440808";"1313.13970"
"440810";"40324.191"
"440818";"817.168"
"440819";"562.15133"
"440861";"1290.51"
"440862";"550.1096"
"440883";"1290.49"
"440884";"562.15131"
"440923";"1290.56"
"440924";"1290.55"
"440925";"1290.53"
"440926";"1290.52"
"440927";"1290.50"
"440928";"1907654.3"
"440929";"562.15285"
"440970";"573.9644"
"440986";"1639.2485"
"440990";"1639.2489"
"440995";"1639.2487"
"440999";"54291.26"
"441012";"1932669.3"
"441013";"1639.2450"
"441017";"1639.2488"
"441021";"1639.2481"
"441025";"1639.2471"
"441029";"1639.2486"
"441033";"562.15470"
"441085";"562.15460"
"441134";"562.15458"
"441183";"562.15465"
"441232";"562.15467"
"441281";"28901.1711"
"441302";"913240.5"
"441319";"913074.10"
"441336";"149539.545"
"441353";"28901.1702"
"441370";"913076.12"
"441387";"28901.1759"
"441403";"28901.1743"
"441420";"28901.1780"
"441437";"611.139"
"441454";"189201.4"
"441471";"28901.1761"
"441488";"28901.1776"
"441505";"108619.55"
"441527";"28901.1824"
"441543";"1967589.3"
"441560";"1967582.3"
"441576";"28901.1826"
"441593";"1967605.3"
"441610";"28901.1898"
"441627";"28901.1896"
"441644";"28901.1885"
"441660";"28901.1888"
"441679";"28901.1884"
"441696";"28901.1878"
"441712";"28901.1900"
"441731";"1050193.6"
"441747";"1630946.5"
"441767";"28901.1894"
"441784";"28901.1897"
"441804";"1630946.4"
"441823";"1173947.6"
"441839";"399587.6"
"441859";"1173947.5"
"441875";"1050193.7"
"441891";"29480.5"
"441908";"593905.6"
"441925";"1967646.4"
"441942";"487004.7"
"441959";"179997.7"
"441976";"1967657.4"
"441993";"682797.4"
"442009";"28901.1934"
"442026";"28901.1931"
"442043";"487004.6"
"442060";"58097.27"
"442077";"1967657.5"
"442094";"192955.174"
"442111";"570935.5"
"442128";"29473.10"
"442145";"57741.7"
"442162";"48409.3"
"442179";"117541.11"
"442196";"29473.9"
"442213";"28901.1940"
"442230";"28901.1955"
"442250";"28901.1950"
"442273";"286780.7"
"442290";"28901.1952"
"442308";"28901.1954"
"442327";"28901.1951"
"442344";"28901.2026"
"442360";"28901.2030"
"442383";"28901.2028"
"442398";"28901.2029"
"442415";"28901.2007"
"442432";"28901.1994"
"442444";"28901.2018"
"442460";"28901.2027"
"442477";"28901.2082"
"442493";"28901.2106"
"442510";"28901.2111"
"442527";"28901.2109"
"442543";"28901.2092"
"442560";"28901.2074"
"442575";"28901.2107"
"442595";"28901.2081"
"442613";"28901.2108"
"442629";"28901.2094"
"442644";"28901.2093"
"442660";"28901.2087"
"442675";"28901.2129"
"442692";"28901.2130"
"442709";"28901.2128"
"442726";"28901.2137"
"442741";"28901.2135"
"442758";"28901.2138"
"442774";"28901.2205"
"442791";"28901.2203"
"442808";"573.9723"
"442837";"28901.2207"
"442854";"28901.2145"
"442868";"28901.2199"
"442885";"28901.2198"
"442902";"28901.2245"
"442927";"28901.2204"
"442944";"28901.2246"
"442967";"28901.2247"
"442990";"28901.2147"
"443003";"58712.28"
"443022";"596.50"
"443039";"28901.2311"
"443056";"28901.2268"
"443073";"28901.2266"
"443092";"28901.2306"
"443107";"28901.2244"
"443117";"28901.2307"
"443134";"28901.2265"
"443157";"28901.2312"
"443174";"28901.2304"
"443191";"28901.2310"
"443208";"28901.2308"
"443225";"28901.2305"
"443240";"48409.6"
"443258";"28150.43"
"443275";"149390.8"
"443292";"486999.8"
"443310";"149387.13"
"443327";"363569.29"
"443344";"1967649.3"
"443361";"1094342.3"
"443362";"1282.2210"
"443366";"562.16356"
"443396";"1783.5"
"443397";"641665.4"
"443398";"1215096.5"
"443400";"1215106.3"
"443401";"1215105.3"
"443403";"1215109.3"
"443405";"1215107.3"
"443407";"470.3374"
"443435";"470.3371"
"443449";"48296.176"
"443454";"470.3372"
"443469";"470.3426"
"443489";"470.3425"
"443504";"470.3431"
"443533";"470.3429"
"443559";"470.3427"
"443589";"656396.3"
"443622";"470.3423"
"443648";"48296.188"
"443655";"48296.189"
"443662";"470.3448"
"443683";"470.3450"
"443712";"470.3452"
"443735";"48296.187"
"443742";"470.3454"
"443771";"470.3440"
"443786";"48296.195"
"443792";"470.3490"
"443806";"470.3496"
"443825";"470.3514"
"443837";"48296.202"
"443843";"470.3491"
"443854";"1280.12617"
"443869";"470.3495"
"443884";"520.733"
"443885";"470.3488"
"443903";"470.3489"
"443923";"83559.14"
"443924";"605.26"
"443939";"1121128.3"
"443941";"1773.8374"
"443943";"1313.14232"
"443944";"1123015.5"
"443962";"1639.2728"
"443963";"1639.2732"
"443964";"1313.14236"
"443965";"1313.14222"
"443966";"1313.14233"
"443967";"1313.14229"
"443968";"1313.14227"
"443969";"1313.14239"
"443970";"1313.14225"
"443971";"1566259.3"
"443980";"1313.14226"
"443981";"1313.14290"
"443982";"1313.14278"
"443985";"1313.14281"
"443986";"1313.14282"
"443987";"1313.14277"
"443988";"1402.139"
"443989";"1313.14276"
"443990";"1313.14279"
"443991";"1313.14280"
"443992";"470.3533"
"444021";"1313.14299"
"444023";"1433.5"
"444024";"1165093.5"
"444025";"28901.1698"
"444045";"149539.544"
"444062";"28901.1712"
"444079";"28901.1697"
"444097";"1173775.3"
"444112";"28901.1754"
"444129";"28901.1757"
"444146";"28901.1766"
"444162";"28901.1755"
"444179";"90371.2398"
"444186";"28901.1753"
"444205";"1160728.3"
"444222";"28901.1785"
"444239";"28901.1784"
"444256";"28901.1767"
"444272";"28901.1786"
"444289";"28901.1787"
"444306";"28901.1783"
"444323";"28901.1809"
"444340";"28901.1808"
"444357";"28901.1805"
"444377";"28901.1810"
"444394";"28901.1778"
"444408";"28901.1825"
"444425";"1967613.3"
"444442";"28901.1804"
"444463";"28901.1880"
"444480";"28901.1806"
"444498";"28901.1874"
"444515";"28901.1873"
"444535";"28901.1855"
"444552";"28901.1840"
"444570";"28901.1872"
"444588";"28901.1877"
"444609";"1050190.10"
"444625";"1050190.9"
"444641";"189201.8"
"444658";"913068.6"
"444675";"913068.7"
"444692";"28901.1929"
"444709";"1967650.4"
"444726";"682797.5"
"444742";"1967650.7"
"444759";"913074.13"
"444776";"1967650.3"
"444793";"486994.6"
"444810";"70803.7"
"444827";"487004.8"
"444844";"913074.12"
"444861";"70803.8"
"444878";"211968.11"
"444887";"1967657.3"
"444904";"57743.169"
"444921";"913074.14"
"444938";"29473.11"
"444955";"286780.8"
"444972";"28901.1959"
"444993";"570935.6"
"445010";"913070.4"
"445027";"913070.3"
"445044";"340189.5"
"445061";"1005394.6"
"445078";"189201.9"
"445095";"28901.1944"
"445112";"28901.1958"
"445132";"28901.1956"
"445149";"28901.1953"
"445170";"28901.1960"
"445187";"28901.2047"
"445203";"28901.2019"
"445213";"28901.1995"
"445224";"28901.2011"
"445234";"28901.2048"
"445251";"28901.2041"
"445268";"28901.2052"
"445285";"28901.2116"
"445303";"28901.2110"
"445320";"28901.2118"
"445338";"28901.2117"
"445355";"28901.2114"
"445372";"28901.2183"
"445389";"28901.2113"
"445405";"28901.2112"
"445425";"28901.2045"
"445439";"28901.2142"
"445454";"28901.2040"
"445456";"573.9722"
"445489";"28901.2115"
